shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
12,36.7089515420546,-4.43257742234875,155,4354
12,36.7096785621773,-4.43170542202008,156,4466
12,36.7097567602649,-4.43161026656017,157,4478
12,36.7097650660236,-4.43160015977566,158,4480
12,36.7097706037024,-4.43159342130164,159,4481
12,36.7102379701733,-4.43102470556225,160,4553
12,36.7111396590322,-4.43003102480114,161,4687
12,36.7112252585262,-4.42993669063688,162,4700
12,36.711304968657,-4.42984884653488,163,4711
12,36.7113207912423,-4.42982807054834,164,4714
12,36.711876923345,-4.42909782801015,165,4804
12,36.7118891633644,-4.42908391387566,166,4806
12,36.7120722168827,-4.42887582267554,167,4833
12,36.712483056276,-4.42840878449167,168,4895
12,36.7128447435239,-4.42804724877863,169,4946
12,36.7129242791569,-4.4279701749969,170,4958
12,36.7134918391464,-4.42742017666486,171,5037
12,36.7139863726062,-4.42688909927944,172,5110
12,36.7142325999542,-4.42664281836019,173,5145
12,36.7142407688616,-4.42663073498473,174,5146
12,36.7143156395339,-4.42651998675089,175,5159
12,36.7143975002722,-4.42639889873411,176,5174
12,36.7144380050367,-4.42638143209316,177,5178
12,36.7144529513125,-4.42637545638299,178,5180
12,36.7145339040136,-4.42635022242936,179,5189
12,36.7146234571045,-4.42634644598908,180,5199
12,36.7155056476098,-4.42635096326108,181,5297
12,36.7156346532771,-4.42634962217977,182,5311
12,36.7157091151906,-4.42635445232743,183,5320
12,36.7157391919912,-4.42636941894108,184,5323
12,36.7157466942313,-4.42637315215696,185,5324
12,36.7157537686668,-4.42640820889422,186,5327
12,36.7157563880416,-4.42642118898789,187,5329
12,36.7157966838259,-4.42696994364462,188,5378
12,36.7158113174854,-4.42704456911934,189,5385
12,36.715817938293,-4.42707833252788,190,5388
12,36.7158343103549,-4.42712953508116,191,5393
12,36.7159579402486,-4.42728242099513,192,5412
12,36.7160880207397,-4.42735349953407,193,5428
12,36.7162600269258,-4.4273414295935,194,5447
12,36.7164073072459,-4.4273079019808,195,5464
12,36.7165352363524,-4.42712953508116,196,5485
12,36.7166083391193,-4.4269645792266,197,5502
12,36.7166341398971,-4.42685326755239,198,5512
12,36.7166362899615,-4.42676877796835,199,5520
12,36.7166694156623,-4.42669004998212,200,5528
12,36.7166861589257,-4.42666411284116,201,5531
12,36.7167007131508,-4.42640722375903,202,5554
12,36.7167007151205,-4.42632623776904,203,5561
12,36.7167022217194,-4.42630340610796,204,5563
12,36.7167031508123,-4.42628932619531,205,5564
12,36.7167415643276,-4.42570716720572,206,5616
12,36.7167653024641,-4.42559388893336,207,5627
12,36.7167692463961,-4.42557506845256,208,5628
12,36.7167976670146,-4.42545176290644,209,5640
12,36.7168238042316,-4.4253383635478,210,5650
12,36.7168891122667,-4.42519151257008,211,5665
12,36.7169178693107,-4.42508221255263,212,5676
12,36.716951220375,-4.42497657429732,213,5686
12,36.716980318394,-4.42488650108885,214,5695
12,36.7170123371304,-4.42480961366184,215,5702
12,36.7170334816397,-4.42474926132574,216,5708
12,36.717044359003,-4.42471821424637,217,5711
12,36.7170858605648,-4.42459401736057,218,5723
12,36.7171025771041,-4.42452475533721,219,5730
12,36.7171055479611,-4.4245136815694,220,5731
12,36.7171221244064,-4.42445189335191,221,5736
12,36.717197971728,-4.42420460739943,222,5760
12,36.7172341377744,-4.42411333777207,223,5769
12,36.7172438260896,-4.42407838976167,224,5772
12,36.7172971786227,-4.42388593393038,225,5791
12,36.7173029549794,-4.4238654887893,226,5793
12,36.7173234281666,-4.42379302479011,227,5799
12,36.7173815573788,-4.42355797600697,228,5821
12,36.7174078351735,-4.42346543161046,229,5830
12,36.7174171858418,-4.42342434684022,230,5834
12,36.7174194767116,-4.42341428125297,231,5835
12,36.7174299747451,-4.42336815520398,232,5839
12,36.7174432059466,-4.42332874410488,233,5843
12,36.7174481596359,-4.4233139887918,234,5844
12,36.7174866533555,-4.42318181976658,235,5857
12,36.7175265414288,-4.42305570633896,236,5869
12,36.717528755245,-4.42302886337589,237,5872
12,36.7175492681368,-4.42297321524822,238,5877
12,36.7175523339914,-4.42296489807688,239,5878
12,36.7175641302118,-4.42292421454338,240,5882
12,36.7175738583901,-4.42289066335557,241,5885
12,36.7175792365366,-4.42287211482887,242,5887
12,36.7175967576906,-4.42278940017835,243,5894
12,36.7176670559495,-4.42254345297438,244,5918
12,36.7176824852206,-4.42248947145379,245,5923
12,36.7177272492114,-4.42230238531697,246,5940
12,36.7177480507818,-4.42220781994026,247,5949
12,36.7177663366199,-4.42212469093422,248,5957
12,36.7178622432392,-4.42171806566704,249,5994
12,36.7179297331875,-4.42143191740312,250,6021
12,36.7179990771083,-4.42115543091372,251,6047
12,36.7180734007709,-4.42090154961499,252,6071
12,36.7181269099075,-4.42070492645561,253,6090
12,36.7181998309896,-4.4204511697804,254,6114
12,36.7182723910662,-4.42019650014076,255,6138
12,36.7183636001768,-4.41984450703143,256,6171
12,36.7183711799496,-4.41981525504571,257,6174
12,36.7184223746781,-4.41965533633511,258,6189
12,36.7184420958273,-4.41962895793762,259,6193
12,36.7184721960148,-4.41954044504013,260,6201
12,36.718552423385,-4.41925657953122,261,6228
12,36.7185553201471,-4.41924632997084,262,6229
12,36.7186115438588,-4.41904739571091,263,6248
12,36.7186144914213,-4.41903696642075,264,6249
12,36.7186466374413,-4.41892322535773,265,6260
12,36.7186780598767,-4.41881204450439,266,6270
12,36.7186809130621,-4.41880194916457,267,6271
12,36.7187215971144,-4.41865799827405,268,6285
12,36.719201311536,-4.41692245979144,269,6449
12,36.7192042170919,-4.41691194756155,270,6450
12,36.7193450979725,-4.41640226049209,271,6498
12,36.719418197548,-4.41615013284465,272,6522
12,36.7194367310965,-4.41608327551277,273,6528
12,36.7194394844806,-4.41607334302873,274,6529
12,36.7195421049961,-4.41570315305401,275,6564
12,36.7195728475324,-4.41559225333968,276,6574
12,36.7195755280998,-4.4155825835265,277,6575
12,36.7195966462195,-4.41550640268095,278,6582
12,36.7197554737434,-4.41494027440444,279,6636
12,36.7197580946178,-4.41493093240351,280,6637
12,36.7198675443213,-4.4145408074354,281,6674
12,36.7199965437322,-4.41407678527573,282,6718
12,36.7200782425603,-4.41379515332912,283,6744
12,36.7201141844283,-4.413656430929,284,6757
12,36.7201166073946,-4.41364707914265,285,6758
12,36.7201470415059,-4.4135296146366,286,6769
12,36.7201749910601,-4.41338745755878,287,6782
12,36.7201830786463,-4.41332131369252,288,6788
12,36.7201943407456,-4.41322920722687,289,6797
12,36.7201988303233,-4.41312138768918,290,6806
12,36.7202029406041,-4.41302267713268,291,6815
12,36.7202093904974,-4.41285369796472,292,6830
12,36.7202050905686,-4.41273568076803,293,6841
12,36.7202073735144,-4.41269201000943,294,6845
12,36.7202115404617,-4.41261229915332,295,6852
12,36.7202201403183,-4.41248087091157,296,6864
12,36.7202459398826,-4.41237894696898,297,6873
12,36.7203426884904,-4.41226629419034,298,6888
12,36.7204028873639,-4.41221801442805,299,6896
12,36.7204546567717,-4.41218806170096,300,6902
12,36.7205121488324,-4.41215479791226,301,6909
12,36.7205187215252,-4.41215618607393,302,6910
12,36.7205364399954,-4.41215992823932,303,6912
12,36.7209033746852,-4.41223742577833,304,6953
12,36.7210051558981,-4.41226342611105,305,6965
12,36.7210162479179,-4.41226625960711,306,6966
12,36.7210404357381,-4.41233344383376,307,6972
12,36.7211301947474,-4.41258276027099,308,6997
12,36.7212715535016,-4.41317552858628,309,7052
12,36.7217563636868,-4.41480094737271,310,7207
12,36.7223788377573,-4.41632194689071,311,7359
12,36.7226445514309,-4.41687429518758,312,7417
12,36.7227125437124,-4.41691955762843,313,7425
12,36.7227824152449,-4.4169115110014,314,7433
12,36.7228684108904,-4.4168618901346,315,7444
12,36.7234262892495,-4.41647834654365,316,7514
12,36.7234393061717,-4.41646939734969,317,7516
12,36.7236499482111,-4.41631485371554,318,7543
12,36.723665211419,-4.41630365538317,319,7545
12,36.7240285387022,-4.41602437036938,320,7592
12,36.7242245943034,-4.41586763432339,321,7618
12,36.7242396321921,-4.41585561235724,322,7620
12,36.7243883711198,-4.41573670345243,323,7640
12,36.7246663730416,-4.41550318358905,324,7677
12,36.7248667112077,-4.41534694487294,325,7703
12,36.7254525404313,-4.41488761657896,326,7780
12,36.7257746298364,-4.4146508641969,327,7822
12,36.7257813897932,-4.41464589525441,328,7823
12,36.7260281716775,-4.41446449777928,329,7854
12,36.7264489941651,-4.41413927993611,330,7909
12,36.7268150001931,-4.4138361901536,331,7958
12,36.7268270809414,-4.41383131461578,332,7960
12,36.7269893263758,-4.41376583559497,333,7979
12,36.7270499055897,-4.41374138696123,334,7986
12,36.7270664632712,-4.41373470458478,335,7988
12,36.7274201610801,-4.4136143818337,336,8028
12,36.727446073478,-4.41360556677702,337,8031
12,36.7275825178114,-4.41355925207273,338,8047
12,36.7283161305832,-4.41332657076799,339,8131
12,36.728510698451,-4.41328432613971,340,8153
12,36.7285257772074,-4.41331969582649,341,8156
12,36.7285644417319,-4.41341038996345,342,8166
12,36.7286052866002,-4.41357936913147,343,8181
12,36.7286482811747,-4.41363502496854,344,8188
12,36.7289724335221,-4.41373932924185,345,8225
12,36.7290226763506,-4.41375549623743,346,8231
12,36.7290801396141,-4.41377398652882,347,8238
12,36.7292209872653,-4.41381930779211,348,8254
12,36.7293630624474,-4.41386502422796,349,8270
12,36.7297569990459,-4.41397767733405,350,8315
12,36.7298107414545,-4.41404137979816,351,8323
12,36.7297919316159,-4.41425662707169,352,8343
12,36.7297618358643,-4.41442024182166,353,8358
12,36.7297183670926,-4.41460871441462,354,8375
12,36.7296973449287,-4.41469986211158,355,8384
12,36.729763448137,-4.41479508053163,356,8395
12,36.7302971108081,-4.41496137757247,357,8456
12,36.7307668162736,-4.41507671256015,358,8509
12,36.7310296385151,-4.41512969525682,359,8539
12,36.7310795758022,-4.41513976222821,360,8544
12,36.7315218857462,-4.41522892816739,361,8594
12,36.7325902580212,-4.4154689857106,362,8714
12,36.7332171386454,-4.41563729449007,363,8785
12,36.7332185399877,-4.41563802844267,364,8786
12,36.7332824334457,-4.41567149265501,365,8793
12,36.7333138718405,-4.41573720677591,366,8800
12,36.7333211272893,-4.41581633226931,367,8807
12,36.7332707542497,-4.41590674537504,368,8817
12,36.7332662281998,-4.41591774973758,369,8818
12,36.7332508830906,-4.41595505887546,370,8822
12,36.7329512479563,-4.41632581049697,371,8869
12,36.7329433977172,-4.41633552579609,372,8870
12,36.7322497779868,-4.41719024458761,373,8979
12,36.7321038993075,-4.41761401613259,374,9020
12,36.7319664572137,-4.4180758879708,375,9064
12,36.7315938808176,-4.41925300643943,376,9177
12,36.7312664032636,-4.4204282773834,377,9288
12,36.7311765143664,-4.42082433699463,378,9324
12,36.7311937116231,-4.42111636250114,379,9351
12,36.7313163584411,-4.42144573816134,380,9383
12,36.7313956838394,-4.4215468032975,381,9396
12,36.7314859691365,-4.42160849410485,382,9407
12,36.7315913018487,-4.42164068061304,383,9419
12,36.7317202804834,-4.42166213828517,384,9434
12,36.7319502931334,-4.42169432479334,385,9459
12,36.7322619896722,-4.42173992234661,386,9494
12,36.7325478329698,-4.42178385876802,387,9526
12,36.7325586400266,-4.42178551989985,388,9527
12,36.7326639712674,-4.42179893094493,389,9539
12,36.7328058457714,-4.42182575303509,390,9555
12,36.732997162179,-4.42185525733425,391,9576
12,36.7331196896435,-4.42188744384243,392,9590
12,36.7332529649092,-4.4219357236047,393,9606
12,36.7334399814168,-4.42200814324811,394,9627
12,36.7338016446588,-4.42212232081568,395,9669
12,36.734231561101,-4.42228861777462,396,9719
12,36.7342795071857,-4.42230663004748,397,9724
12,36.7344314710175,-4.42236371962704,398,9742
12,36.7346550277701,-4.42247637240569,399,9769
12,36.7347259632152,-4.42252733437698,400,9778
12,36.7347968985948,-4.4225863429753,401,9787
12,36.7348048134395,-4.42259413990802,402,9788
12,36.7348513967592,-4.42261318156775,403,9793
12,36.7352076173713,-4.42275183920456,404,9835
12,36.7352893000195,-4.42276525024968,405,9844
12,36.7354450969221,-4.42279395403989,406,9861
12,36.7354461732895,-4.42279415234778,407,9862
12,36.7356095837442,-4.42282425884803,408,9880
12,36.73579659291,-4.42281353001197,409,9901
12,36.7359836016199,-4.42279207233984,410,9921
12,36.7362458442287,-4.42275988583165,411,9951
12,36.7366241596907,-4.42272769932342,412,9993
12,36.7368219138819,-4.42269283060621,413,10015
12,36.736927239276,-4.42267137293408,414,10027
12,36.7370218200061,-4.42263382200783,415,10038
12,36.7370484383326,-4.42261790637103,416,10041
12,36.7370578144005,-4.42261230022718,417,10042
12,36.7370733390862,-4.42260301770854,418,10044
12,36.7370919276863,-4.42253820031464,419,10050
12,36.7370983761612,-4.42241347759541,420,10061
12,36.7370951519237,-4.42215598552994,421,10084
12,36.7370897781945,-4.42185155480668,422,10111
12,36.7370779559888,-4.42120648353848,423,10169
12,36.7370779566823,-4.42108310192377,424,10180
12,36.7370897788881,-4.42095569699554,425,10192
12,36.7371134232938,-4.42091814606932,426,10196
12,36.7371445909085,-4.42089534729268,427,10200
12,36.7371757585106,-4.42088730066564,428,10203
12,36.7372262714941,-4.42091009944227,429,10209
12,36.7374412205403,-4.42104555099756,430,10236
12,36.7374977694388,-4.42107444864211,431,10243
12,36.7375540682586,-4.42110321849139,432,10250
12,36.7376174783647,-4.42113138168605,433,10257
12,36.7376690657952,-4.42117429703029,434,10264
12,36.737683037385,-4.42121989458356,435,10268
12,36.7376888841831,-4.42125394203689,436,10271
12,36.7376959342347,-4.42129499643599,437,10275
12,36.7376905605476,-4.42136473387039,438,10281
12,36.7376798131721,-4.42146263449945,439,10290
12,36.7376873363351,-4.42164502471251,440,10307
12,36.7377303258239,-4.42182339161203,441,10323
12,36.7377822573612,-4.42207102976196,442,10346
12,36.7377905110676,-4.42211038797667,443,10350
12,36.7378231458116,-4.42224551379341,444,10362
14,36.7378231458116,-4.42224551379341,445,0
14,36.7378377997061,-4.42230618923481,446,6
14,36.7378603691464,-4.4224456641036,447,19
14,36.7378829385802,-4.42261464327158,448,34
14,36.7378936447267,-4.4226804871298,449,40
14,36.7378979848656,-4.4227071794826,450,42
14,36.7379044332727,-4.42278228133504,451,49
14,36.7378915364579,-4.42285201876944,452,56
14,36.7378781393339,-4.42289500680224,453,60
14,36.7378547587932,-4.42289849028018,454,62
14,36.7375280410453,-4.42294945225152,455,99
14,36.7374290067597,-4.42297911122728,456,110
14,36.7373130927918,-4.42301382526788,457,123
14,36.7370057184884,-4.4231157492105,458,159
14,36.7368638517431,-4.42316402897283,459,175
14,36.73665964915,-4.42322840198919,460,198
14,36.7362555440723,-4.42335714802199,461,245
14,36.7361115264219,-4.42341615662035,462,261
14,36.7357239243915,-4.42353054811114,463,306
14,36.7355934905659,-4.42356904253431,464,321
14,36.7353742409132,-4.42363341555069,465,346
14,36.7352560161313,-4.42367096647694,466,359
14,36.7351313425277,-4.42368437752202,467,373
14,36.7349959209703,-4.423681695313,468,388
14,36.7347035848172,-4.42372058735954,469,421
14,36.7345993311512,-4.42372997509111,470,432
14,36.7344918529928,-4.42373399840462,471,444
14,36.734475997799,-4.42373060686384,472,446
14,36.7344166181979,-4.42371790515055,473,453
14,36.7343682529337,-4.42369644747841,474,458
14,36.7343300980928,-4.42365286158191,475,464
14,36.7343289343466,-4.42359429286509,476,469
14,36.7343477276148,-4.4235669164207,477,472
14,36.7343922639795,-4.42305312671073,478,519
14,36.734436195749,-4.42291604068427,479,532
14,36.7347021675065,-4.42261606837189,480,572
14,36.7346996585875,-4.42259436804226,481,574
14,36.7346749386584,-4.42255949932506,482,578
14,36.7346351717995,-4.42252194839884,483,584
14,36.7345954049199,-4.42250853735377,484,588
14,36.7345631614889,-4.42249378520419,485,592
14,36.7341143480696,-4.42229901196867,486,645
14,36.7340465771816,-4.42227034638425,487,653
14,36.733987523035,-4.42224536778835,488,660
14,36.7336177966386,-4.42211930396463,489,702
14,36.7331943280605,-4.4219583714237,490,751
14,36.7330846983393,-4.4219235027065,491,764
14,36.7329879661024,-4.42189936282537,492,775
14,36.73257954092,-4.42182962539096,493,821
14,36.7323897065941,-4.42179947862405,494,842
14,36.7323430825698,-4.42179207446474,495,847
14,36.7321302702026,-4.42175988795656,496,871
14,36.7317562350578,-4.42169819714921,497,913
14,36.7315283736323,-4.42165796401398,498,938
14,36.7314531359334,-4.42162577750579,499,947
14,36.7313864967694,-4.42160700207266,500,955
14,36.731356165316,-4.42159770660607,501,958
14,36.731263966539,-4.42156945114645,502,969
14,36.7301948305045,-4.42142142366865,503,1088
14,36.7295406237375,-4.42133986934518,504,1161
14,36.7294134412828,-4.42129104557773,505,1176
14,36.729334801983,-4.42119421396875,506,1188
14,36.7292782846538,-4.42106264968479,507,1201
14,36.7292887207338,-4.42094590565339,508,1212
14,36.7292992430886,-4.42091907977604,509,1214
14,36.7293512144206,-4.42087411530333,510,1221
14,36.7293883202354,-4.42084078131071,511,1226
14,36.7296159923825,-4.42053223685445,512,1263
14,36.7296249104301,-4.42052015006822,513,1265
14,36.7303458249077,-4.41954898441568,514,1383
14,36.7305978361898,-4.41920948569489,515,1424
14,36.7306071611947,-4.41919692338386,516,1425
14,36.731251837781,-4.41832743277959,517,1531
14,36.7320693793739,-4.41726274017809,518,1662
14,36.732078528145,-4.41725082544654,519,1664
14,36.7321900042846,-4.4171056489277,520,1682
14,36.7326655320537,-4.41653633140489,521,1755
14,36.7329120466495,-4.41623038719155,522,1794
14,36.7330734591488,-4.41605461630824,523,1817
14,36.7330994464083,-4.41595662948638,524,1827
14,36.7331121050833,-4.41584256982673,525,1837
14,36.7331102986063,-4.41583627058755,526,1838
14,36.7330861087285,-4.4157760957263,527,1844
14,36.7330721834354,-4.41575214352931,528,1846
14,36.7330591635134,-4.41572974863118,529,1849
14,36.7330328030701,-4.41568947113079,530,1853
14,36.7329878394522,-4.41566151024029,531,1859
14,36.7326500818238,-4.41556763292472,532,1897
14,36.7325709887155,-4.41554910431497,533,1906
14,36.7325182100697,-4.41553674014456,534,1912
14,36.7321062281884,-4.41544022799646,535,1959
14,36.731359499264,-4.41527661324645,536,2043
14,36.7307602306012,-4.41512440620358,537,2111
14,36.7297805252133,-4.41486825528731,538,2222
14,36.7296553433554,-4.4148147974474,539,2236
14,36.7296550797456,-4.41481468487533,540,2237
14,36.7293682541823,-4.41469219920268,541,2270
14,36.729359408495,-4.41468891720067,542,2271
14,36.7293109705687,-4.41467094536481,543,2277
14,36.7290612541476,-4.4145782939286,544,2306
14,36.7287431162898,-4.4144602572748,545,2343
14,36.7285774764486,-4.41441515688908,546,2361
14,36.7272570731206,-4.41425872765653,547,2509
14,36.7271323865288,-4.41423995219343,548,2522
14,36.7271318804247,-4.41423973337332,549,2523
14,36.7270781048022,-4.41421648286455,550,2529
14,36.7270592942943,-4.41413266383278,551,2537
14,36.727047101364,-4.41406877022748,552,2542
14,36.7270336637843,-4.4139983542419,553,2549
14,36.7270162988298,-4.41390735827543,554,2557
14,36.7269652445482,-4.41384700857254,555,2565
14,36.7269007512633,-4.41384700857255,556,2572
14,36.726728768906,-4.41396770797828,557,2594
14,36.7251113125513,-4.41521837166426,558,2806
14,36.7242644499175,-4.41590372584986,559,2918
14,36.7242576083747,-4.41590926254266,560,2919
14,36.7241025811845,-4.41603472388472,561,2939
14,36.7234534067771,-4.41651654842326,562,3023
14,36.7232805793313,-4.41664482292088,563,3045
14,36.7232683890221,-4.41665387068194,564,3047
14,36.7229804433359,-4.41686758720279,565,3084
14,36.7228041524159,-4.41700706207162,566,3107
14,36.7227254168191,-4.4170459998516,567,3117
14,36.7226824189263,-4.41704667040385,568,3122
14,36.722648820116,-4.4170453845796,569,3125
14,36.7226386148023,-4.41704499402323,570,3126
14,36.7225999166578,-4.41699269094739,571,3133
14,36.7221864801517,-4.41609245821006,572,3225
14,36.7217269424285,-4.41497263578209,573,3338
14,36.7212759949885,-4.41348065701683,574,3480
14,36.7211163658581,-4.41290934649639,575,3534
14,36.7210267402117,-4.41265638069698,576,3559
14,36.7209704899064,-4.41261044778572,577,3566
14,36.720903304156,-4.41261715330827,578,3574
14,36.7207767841765,-4.41270355721318,579,3590
14,36.7207203480187,-4.41275451918446,580,3597
14,36.7206712510105,-4.41278701670049,581,3603
14,36.7206710215439,-4.41278716858525,582,3604
14,36.7206461714891,-4.41280361692317,583,3607
14,36.7206256854108,-4.41284123113657,584,3611
14,36.720603043504,-4.41288033951327,585,3615
14,36.7205980290054,-4.41288900083139,586,3616
